"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000064110",0,0,0,0,0,0,0,0
"ENSMUSG00000064115",8.055,7,6,10,15,48.001,32.001,16
"ENSMUSG00000064120",739.003,743.043,903.019,825.139,725.974,943.639,803.04,1057.997
"ENSMUSG00000064121",0,0,0,0,0,0,0,0
"ENSMUSG00000064125",255.01,170.529,274.844,309.018,163.336,386.629,260.75,286.877
"ENSMUSG00000064127",1889.135,1749,1740,2352.049,1142,1981,2054,1637
"ENSMUSG00000064128",603,621.04,638,826,503.021,573,532,699
"ENSMUSG00000064129",0,0,0,0,0,0,0,0
"ENSMUSG00000064137",1162.503,1705.868,4755.584,2727.621,3368.962,11427.382,3773.882,2423.281
"ENSMUSG00000064138",1318.129,1493.884,1361.82,1610.314,1415.852,1769.381,1569.734,1585.291
"ENSMUSG00000064140",19,6,8,8,6,1,3,2
"ENSMUSG00000064141",110,108,102.701,126.435,146.492,77,143.534,118.999
"ENSMUSG00000064145",2364,2376.003,2404.312,2811.869,2831,2614.566,3062.085,2713.937
"ENSMUSG00000064147",13,16,29,55,41,192,89,30
"ENSMUSG00000064156",14,13,24,26,11.094,3,1,29
"ENSMUSG00000064158",16.427,22.773,7.335,18.334,16.559,10.558,37.583,6.263
"ENSMUSG00000064165",0,0,0,0,1,0,0,1
"ENSMUSG00000064177",11,17,3,13,16,4,16.999,19
"ENSMUSG00000064179",99.966,102.999,123.003,99.001,178.937,147.001,129.022,273.058
"ENSMUSG00000064181",832.001,1428,1053.365,944.001,1452.999,866.267,651.017,1203.016
"ENSMUSG00000064193",4.478,0,0,0,0,0,0,1.5
"ENSMUSG00000064194",61.326,19.002,39.339,108.797,12,25.206,13.001,63.288
"ENSMUSG00000064201",0,0,1,1,9,0,0,1
"ENSMUSG00000064202",88.218,158.901,70.493,56.069,167.26,70.276,47.192,102.334
"ENSMUSG00000064208",0,0,0,0,1.161,0,1.339,0
"ENSMUSG00000064210",5575.932,5698.586,5310.811,7171.027,4318.555,6468.226,9206.988,5675.025
"ENSMUSG00000064213",0,0,0,0,0,0,0,0
"ENSMUSG00000064215",2950.104,6770.871,6555.238,5977.045,8467.073,6290.016,5319.936,5530
"ENSMUSG00000064220",902.599,6855.525,1131.198,1081.837,5200.946,663.163,439.573,882.178
"ENSMUSG00000064223",0,0,0,1,0,0,0,0
"ENSMUSG00000064224",0,0,0,0,1,0,0,0
"ENSMUSG00000064225",289,238,318,488,181,828,913,419
"ENSMUSG00000064231",0,1,0,0,0,0,0,0
"ENSMUSG00000064232",0,0,0,0,0,0,0,0
"ENSMUSG00000064246",5,12,11,1,9,6,41,2
"ENSMUSG00000064247",146.875,123.628,161.874,198.391,184.441,216.75,160.568,230.737
"ENSMUSG00000064252",54.17,13,9,15.001,7,50.869,91.728,46.009
"ENSMUSG00000064254",269,238,471,342,445,511,382.921,411
"ENSMUSG00000064259",38.721,14.509,21.548,18.914,99.769,38.067,34.294,49.253
"ENSMUSG00000064262",363.464,495.742,369.484,519,860.617,494.095,932.995,468.167
"ENSMUSG00000064264",335.815,235.92,261.96,358.952,256.989,355.958,201.898,398.986
"ENSMUSG00000064267",301.045,226.766,272.98,401.337,268.283,465.808,682.025,387.562
"ENSMUSG00000064272",12,8,10,6,3,5,4,5
"ENSMUSG00000064280",14.001,4,9,15.999,12,66,4,13
"ENSMUSG00000064281",11.651,5.373,9.596,6.383,5.243,3.628,1.207,15.131
"ENSMUSG00000064284",510,518,584.999,396.001,607.999,476.001,297,484.689
"ENSMUSG00000064288",19.133,103.213,21.635,20.627,53.133,7.143,7.203,17.383
"ENSMUSG00000064289",1387.705,1307.999,1734.414,1524.999,1728.001,1769.997,2173.562,1839.002
"ENSMUSG00000064293",678.279,137.001,758.981,703,239,81.999,138,427.001
"ENSMUSG00000064294",398.113,602.197,223.202,292,856,682.081,1141,394
"ENSMUSG00000064302",2576.487,2233.534,2255.416,2868.413,1777.249,2197.813,2517.683,2865.942
"ENSMUSG00000064307",141.63,114.707,128.176,139.269,163.455,201.731,89.633,159.324
"ENSMUSG00000064308",2,9,2,3,27,2,1,8
"ENSMUSG00000064310",50,21,18,254,2,460,357,123
"ENSMUSG00000064317",0,0,88.196,143.555,0,101.386,62.455,68.943
"ENSMUSG00000064325",1635.945,448,399,1100,107,386.006,232,990
"ENSMUSG00000064326",928,598.36,1143.999,1068.993,704.219,977.003,741,1381.346
"ENSMUSG00000064329",7,3.011,12,11.073,12,5,8,6.071
"ENSMUSG00000064330",13,6.001,22.987,7,12.021,8,7,8.437
"ENSMUSG00000064333",0,0,0,0,0,0,0,0
"ENSMUSG00000064341",90315.269,166439.195,181251.455,161572.476,277769.639,124516.933,93206.853,165870.183
"ENSMUSG00000064345",49766.747,140030.074,124489.321,98384.402,208732.972,55373.52,60293.134,82622.924
"ENSMUSG00000064351",331504.256,343425.098,416413.49,362758.081,745420.458,314908.456,335206.509,687428.136
"ENSMUSG00000064354",145671.138,230058.208,246466.767,262816.078,382971.588,232653.243,180656.658,279221.752
"ENSMUSG00000064356",38186.144,44380.907,70308.201,58778.448,62565.434,46388.066,40990.9,57871.928
"ENSMUSG00000064357",171166.137,200439.716,278203.696,255178.951,315371.385,238083.727,174227.567,279323.617
"ENSMUSG00000064358",202934.939,243506.709,310735.575,319014.168,355958.007,283936.452,202234.275,315253.655
"ENSMUSG00000064360",7039.061,11973.814,16136.598,13689.32,21761.674,10740.272,9560.405,15025.96
"ENSMUSG00000064363",107049.499,187705.338,206215.188,197940.822,310932.015,135770.06,119510.05,222034.819
"ENSMUSG00000064367",29493.558,42154.87,46636.48,46364.605,66640.26,27898.168,38813.79,51203.315
"ENSMUSG00000064368",7343.967,8581.767,10296.039,12084.164,19561.177,11531.479,10472.831,16139.953
"ENSMUSG00000064370",122082.459,165701.358,224373.453,204595.804,276910.105,154136.639,132699.039,266108.541
"ENSMUSG00000064373",10032.957,13546.743,11993.803,17236.32,14738.648,15277.431,15890.238,13441.388
"ENSMUSG00000065947",8738.234,17064.685,19959.054,16432.262,23758.584,8799.676,11329.99,16706.818
"ENSMUSG00000065952",24.587,1,20.64,16.901,8.334,4,5.387,42.885
"ENSMUSG00000065954",7524.64,14898.669,11206.904,10542.913,15687.557,9911.448,12670.401,8520.904
"ENSMUSG00000065956",0,0,0,0,0,0,0,0
"ENSMUSG00000065968",7.885,4,4,3.899,5,3.21,11.354,7.42
"ENSMUSG00000065979",1235,1488.427,1201,1021,1555,1545,1063.698,1649.331
"ENSMUSG00000065987",1,2,1,1,0,2,0,2
"ENSMUSG00000065990",1772.37,1977.999,2633.942,1857.998,2742,1929.574,1273.307,2597
"ENSMUSG00000065999",39.16,34.772,22.763,48.792,55.44,49.442,61.519,31.671
"ENSMUSG00000066000",391.335,280.734,330.422,603.639,397.69,559.951,458.838,477.014
"ENSMUSG00000066007",34.696,10.489,19.992,47.286,3.065,11.518,4.735,34.759
"ENSMUSG00000066009",38.421,42.7,38.963,103.382,67.738,89.645,111.507,59.215
"ENSMUSG00000066026",1807.001,1963.726,2830.059,2573.575,3245,3017.604,3206.708,4612.788
"ENSMUSG00000066027",754.392,263.285,575.775,1389.547,144.521,198.612,110.887,781.924
"ENSMUSG00000066030",199.341,119.617,253.877,545.071,53.442,71.305,48.255,310.076
"ENSMUSG00000066031",610.747,289.461,445.309,1065.685,111.191,149.187,91.286,660.282
"ENSMUSG00000066036",9182.727,12558.337,8741.254,11873.607,12590.551,11705.818,13660.356,10560.325
"ENSMUSG00000066037",7392.078,5726.03,6544.639,7976.805,5546.928,7388.347,7785.22,8049.262
"ENSMUSG00000066042",96,82,107,152,80,130,146,170.002
"ENSMUSG00000066043",1695,1852.999,1839,2071.01,1741.285,1797.015,1929.56,2069.064
"ENSMUSG00000066058",1,0,5,1.009,3,1,3.017,3
"ENSMUSG00000066061",0,0,0,0,0,0,0,0
"ENSMUSG00000066068",1.725,2.558,1.172,2.603,6.632,0,3.606,3.813
"ENSMUSG00000066071",0,0,0,0,6,0,1,1
"ENSMUSG00000066072",4,11,13,12,10,10,5,6
"ENSMUSG00000066090",0,1,3,0,1,2,1,3
"ENSMUSG00000066097",0,0,3,2,0,0,0,0
"ENSMUSG00000066100",0,0,0,2,0,0,1,0
"ENSMUSG00000066101",0,0,0,0,0,0,0,0
"ENSMUSG00000066107",0,0,2.102,0,1.039,0,0,0
"ENSMUSG00000066108",30,18,6,59,53,1,1,177
"ENSMUSG00000066113",410.999,470,275,731.004,280,331,453,308.999
"ENSMUSG00000066116",0,0,0,0,1.009,0,0,0
"ENSMUSG00000066122",230.972,172.12,227.784,235.944,342.515,267.819,300.605,321.025
"ENSMUSG00000066129",12,5,7,3,8,70,7,14
"ENSMUSG00000066137",0,1,1,0,0,1.335,0,0
"ENSMUSG00000066141",1,1,1,2,0,1,1,1
"ENSMUSG00000066148",1325,1287,1208,1468,1124,1154.43,1154,1376.335
"ENSMUSG00000066149",2051.827,1855.11,2048.589,2302.86,1858.102,2443.398,1977.617,2569.431
"ENSMUSG00000066150",2810.999,5814.639,3256.009,2975.03,5493.037,3765.703,2712,2970
"ENSMUSG00000066151",1428.003,1690.073,1748.001,1855,1662.027,1611.215,1679.02,1845.098
"ENSMUSG00000066152",562.001,1208,925,733.28,1414.042,1124.206,766.002,762.305
"ENSMUSG00000066153",0,0,0,0,0,0,0,0
"ENSMUSG00000066154",0,1,0,0,0,0,0,0
"ENSMUSG00000066180",0,1.36,1.227,2.986,1.141,7.376,0,1.273
"ENSMUSG00000066189",0,0,0,0,1,0,0,0
"ENSMUSG00000066191",264.001,321.999,239,378,289.999,352.999,247.001,312
"ENSMUSG00000066196",11,14,14,21.01,16,47,18,26
"ENSMUSG00000066197",0,0,0,0,0,0,0,3
"ENSMUSG00000066224",5,5,3,10,7,1,2,5
"ENSMUSG00000066232",8657.895,7447.762,8283.562,9347.043,5856.214,5735.953,9508.155,7537.719
"ENSMUSG00000066233",337,447.002,362.104,353,507,447,249,417.999
"ENSMUSG00000066235",440.001,449.999,479,549,498,701.003,534,662
"ENSMUSG00000066239",0,0,0,0,0,0,0,0
"ENSMUSG00000066240",0,0,0,0,0,0,0,0
"ENSMUSG00000066241",0,0,0,0,0,0,0,0
"ENSMUSG00000066242",0,0,0,0,0,0,0,0
"ENSMUSG00000066245",0,1.168,0,0,0,1.129,0,0
"ENSMUSG00000066257",2,2,1,9,3,1,0,5
"ENSMUSG00000066258",579.569,825.074,800.546,800.784,1350.633,1029.845,1007.861,854.822
"ENSMUSG00000066262",0,0,0,0,0,0,0,0
"ENSMUSG00000066263",2640.172,1671.17,2243.515,4113.325,2107.359,1334.659,1514.542,2654.717
"ENSMUSG00000066268",13,6,3.092,14,17.947,17.999,16,33.696
"ENSMUSG00000066269",12.241,6.199,12.451,12.326,9.999,17.255,14,23.989
"ENSMUSG00000066270",1.372,8.628,6.145,2.973,1.176,3.17,7.935,7.241
"ENSMUSG00000066272",3,8,1,0,2,1,0,0
"ENSMUSG00000066273",0,0,0,1,0,1,0,0
"ENSMUSG00000066278",1281.803,1521.007,2001.048,1730.665,1416.084,1279.889,2029.929,1320.068
"ENSMUSG00000066279",0,0,0,0,0,0,0,1
"ENSMUSG00000066306",6353.597,6573.41,6292,7765.003,4887.744,7830.572,8039.833,6631.297
"ENSMUSG00000066315",0,0,0,0,2494.382,0,0,3795.915
"ENSMUSG00000066319",32.038,78.472,13,17,78.748,35.028,32.186,15
"ENSMUSG00000066324",5460.449,5893.297,6082.891,4914.7,5284.458,5241.928,4493.982,5894.239
"ENSMUSG00000066357",3177.088,4149.231,3201.208,3159.361,3017.231,3891.412,2584.672,3815.684
"ENSMUSG00000066359",303,114,201,533,27,85,38,200
"ENSMUSG00000066361",136,118,79,458.594,64,1211,1279.837,483
"ENSMUSG00000066362",0,0,42.674,55.484,50.309,17.102,118.773,0
"ENSMUSG00000066363",20,26.089,43,39,110.001,41,281.227,57
"ENSMUSG00000066364",5,0,0,5,4,25,22,9
"ENSMUSG00000066366",3.194,0,12.877,0,4.48,5.45,7.647,0
"ENSMUSG00000066368",0,0,0,0,0,2,0,0
"ENSMUSG00000066372",13.459,18.995,14.011,25.995,26.452,53.249,35.013,32.971
"ENSMUSG00000066382",19,5,4,12,0,4,1,15
"ENSMUSG00000066383",6,7,3,7,0,3,1,3
"ENSMUSG00000066389",0,1,0,0,0,0,0,0
"ENSMUSG00000066392",27,2,9,27,22.001,5,6,22
"ENSMUSG00000066406",3821.002,5514.854,3490.754,4157.594,4931.537,4159.837,7305.796,4049.797
"ENSMUSG00000066407",15.528,0,6.243,14.138,3.022,4.409,4.639,11.727
"ENSMUSG00000066415",2084.995,2255,1963,2633.003,2154.061,2385,2885.036,2513.055
"ENSMUSG00000066438",2616.122,5334.65,1536.364,2099,7647.55,1577,1215.271,2424
"ENSMUSG00000066440",1282.074,1200.12,1301.417,1354,1272.196,1471.998,1373.827,1774.052
"ENSMUSG00000066441",1969.004,6413.432,2071,1787.002,7339.954,1271.463,902,1735
"ENSMUSG00000066442",267.824,354.533,336.864,312.156,481.287,339.773,318.989,382.529
"ENSMUSG00000066443",191.991,511.051,0,410.588,0,191.552,229.774,321.22
"ENSMUSG00000066456",993.053,827.001,1886.021,1258.001,1184.419,1286.499,993,1646.999
"ENSMUSG00000066457",0,0,0,0,0,1,0,0
"ENSMUSG00000066463",389.228,140.824,324.979,706.322,104.494,149.032,64.486,560.056
"ENSMUSG00000066475",10.139,17.868,13.06,5.086,2.866,7.109,17.233,8.465
"ENSMUSG00000066478",0,0,0,0,0,0,2,0
"ENSMUSG00000066487",3.512,2.155,5.225,2.567,9.199,3.174,4.349,7.351
"ENSMUSG00000066489",0,0,0,0,0,0,0,0
"ENSMUSG00000066491",1.043,1.062,3.232,2.12,1.045,0,0,1.063
"ENSMUSG00000066500",0,0,0,0,0,0,0,0
"ENSMUSG00000066510",7,2,3,2,4,4,3,3
"ENSMUSG00000066512",0,0,0,3.015,0,17.061,0,3.016
"ENSMUSG00000066513",0,0,0,0,0,0,0,0
"ENSMUSG00000066515",0,0,0,0,0,2,0,1
"ENSMUSG00000066516",0,0,0,0,0,58,3.006,1
"ENSMUSG00000066537",26.66,57.369,32.053,42.424,53.881,59.361,35.315,51.769
"ENSMUSG00000066538",7.782,7.8,9.911,28.571,15.815,20.997,17.573,26.948
"ENSMUSG00000066543",0,0,0,1.218,1.241,0,1.183,1.242
"ENSMUSG00000066551",28280.404,18831.765,28737.759,27333.147,19509.723,30702.19,24089.952,34836.798
"ENSMUSG00000066553",2.15,18.188,6.855,5.564,4.231,2.178,8.774,10.201
"ENSMUSG00000066554",2.05,2.014,1.005,2.157,0,1.004,0,0
"ENSMUSG00000066568",5444.022,5029.235,6245.465,7113.504,4455.48,6443.614,5987.437,6834.8
"ENSMUSG00000066571",3517,3911.999,3193.018,4599.411,3302,3348.746,4285.707,3919.02
"ENSMUSG00000066583",0,0,0,2,0,0,0,0
"ENSMUSG00000066584",0,0,0,0,0,0,0,0
"ENSMUSG00000066586",0,0,0,0,4,2,0,1
"ENSMUSG00000066592",2.008,4.022,3.014,2.043,0,0,2.005,5.065
"ENSMUSG00000066595",915.001,898,785,890.001,957.001,1013.871,1269,1065.999
"ENSMUSG00000066607",332,355.629,402,610,412,599,716,347
"ENSMUSG00000066613",1363.342,1212.336,1142.64,1352.793,1765.913,1561.487,1076.21,1700.662
"ENSMUSG00000066620",3,3,1,1,7,0,0,3
"ENSMUSG00000066621",1702.079,3113.917,1868.196,2007.134,3955.065,2561.387,2323.733,2607.051
"ENSMUSG00000066626",1.002,0,1.002,1.175,5.006,2.02,0,2.002
"ENSMUSG00000066629",0,0,0,1,1.001,0,0,0
"ENSMUSG00000066632",0,0,0,0,0,0,0,0
"ENSMUSG00000066637",231,261,262,203,367,238,219,308
"ENSMUSG00000066640",1143.783,1083.035,1011.081,1436.082,863.319,1111.262,1182.533,1396.03
"ENSMUSG00000066643",699.68,838.999,865,903,597.001,743.01,684.008,948
"ENSMUSG00000066647",0,35,37,39,20,43,24,33
"ENSMUSG00000066652",12,9,10.032,7.038,5,23,17,8
"ENSMUSG00000066671",2,0,2,0,10,0,3,1
"ENSMUSG00000066672",0,0,0,0,0,0,0,0
"ENSMUSG00000066677",31.596,63,92.91,59.996,195.144,89.984,94.737,100.47
"ENSMUSG00000066680",0,0,0,0,0,0,0,0
"ENSMUSG00000066682",8,3,15.001,13.923,25,14.304,28,27.812
"ENSMUSG00000066684",7,15,12,6.077,21,18.695,46,51.188
"ENSMUSG00000066687",105,121.993,1112,475,107.01,145,234.002,308.011
"ENSMUSG00000066688",10,16.393,6,18.061,28,10,9,14
"ENSMUSG00000066693",0,0,0,0,0,0,0,0
"ENSMUSG00000066697",3,8.937,3,1.005,5.005,0,2.004,3.65
"ENSMUSG00000066704",0,0,0,1,0,0,0,2
"ENSMUSG00000066705",1967.242,1704,1886.268,1840.029,1304,2478.999,2384.586,1697.875
"ENSMUSG00000066714",1,3.688,0,0,6.575,1,0,0
"ENSMUSG00000066720",5,2,5,7,0,2,3,3
"ENSMUSG00000066721",36.878,25.343,39.124,52.392,10.344,31.826,28.858,41.902
"ENSMUSG00000066724",5917.3,5124.436,6864.459,5743.413,4410.844,5777.242,4217.099,6319.164
"ENSMUSG00000066735",1964.607,2194.475,2157.998,2376.03,2406.854,2285.14,2403.806,2803.077
"ENSMUSG00000066747",3,7,9,5,0,0,0,4
"ENSMUSG00000066748",4,0,6,0,6,0,1,2
"ENSMUSG00000066749",59.313,25,64.016,11,32.877,9,3,46
"ENSMUSG00000066750",1,0,0,0,3,0,0,1
"ENSMUSG00000066755",4,3,4,0,17,23,2,5
"ENSMUSG00000066756",0,0,0,0,0,0,0,0
"ENSMUSG00000066760",2104.274,592.358,773.546,892.263,1084.822,857.51,956.743,1076.551
"ENSMUSG00000066767",0,0,0,0,3,0,0,1
"ENSMUSG00000066771",1,0,2,1,2.001,0,2,0
"ENSMUSG00000066772",17,0,17,6,49,3,6,11
"ENSMUSG00000066797",0,0,0,0,0,0,0,0
"ENSMUSG00000066798",745.065,757.295,814.05,986.863,920.501,1123.49,933.038,1047.661
"ENSMUSG00000066800",1513.484,1326.964,1076.878,1566.404,1297.517,1493.513,1267.216,1756.464
"ENSMUSG00000066803",12.103,7.002,6.003,10.033,9.215,19.021,3.029,20.11
"ENSMUSG00000066804",10.008,8.005,10,8,23.999,12.042,5,31.974
"ENSMUSG00000066807",0,0,0,0,0,0,0,0
"ENSMUSG00000066820",5.053,4,16.083,1.001,19.605,3.146,3.053,5.018
"ENSMUSG00000066828",1.004,0,0,0,0,0,0,0
"ENSMUSG00000066829",663,764.413,595,662.999,772,922,547,804
"ENSMUSG00000066838",329,334.206,376,348.517,609.659,479.861,320.828,611.003
"ENSMUSG00000066839",614.011,609.019,740.037,705.037,829.004,655.326,558.036,954.05
"ENSMUSG00000066842",768,920.06,515.003,878.004,726,821.13,1492.332,436.369
"ENSMUSG00000066850",41.134,104.204,51.159,44.967,241.424,60.623,54.422,119.11
"ENSMUSG00000066861",14.582,20.915,39.759,45.724,99.163,56.909,55.339,20.85
"ENSMUSG00000066867",1607.946,491,1285.521,2863.994,255.004,350,186,1824.012
"ENSMUSG00000066877",1169.998,1075.982,1328.958,1447.994,1441.985,1554,1348.135,1495.99
"ENSMUSG00000066878",0,0,8.743,5.983,0,0,0,0
"ENSMUSG00000066880",890.627,1210.315,998.591,955.01,1334.162,1043.126,841.718,1316.321
"ENSMUSG00000066892",978.052,832.497,828.604,1001.406,963.575,1141.313,1126.119,1047.734
"ENSMUSG00000066894",1743.941,1459.026,2051.648,1907.954,1421.007,1957.059,1791.098,2234.255
"ENSMUSG00000066896",1,0,1,0,0,8,1,0
"ENSMUSG00000066897",0,0,0,0,0,0,0,0
"ENSMUSG00000066899",1,0,0,1,0,0,0,0
"ENSMUSG00000066900",3645,3560.112,3903.996,4295,3592.86,4136.002,3502.001,4589.087
"ENSMUSG00000066902",0,0,0,1.163,0,1.202,0,0
"ENSMUSG00000066905",0,0,0,0,1,0,0,0
"ENSMUSG00000066912",0,0,0,0,0,0,0,0
"ENSMUSG00000066914",0,0,0,0,0,0,0,0
"ENSMUSG00000066938",0,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000066952",58.624,33.859,51.638,61.472,24.491,74.713,27.54,51.043
"ENSMUSG00000066958",0,0,0,0,2,0,0,0
"ENSMUSG00000066964",0,0,0,1,0,0,0,0
"ENSMUSG00000066975",84,282,313,230,516.725,9,6,484
"ENSMUSG00000066979",3030.001,2486.002,3635.039,3396.875,2419.002,3050.157,2781.874,3737.017
"ENSMUSG00000066983",0,0,1,0,4,0,0,1
"ENSMUSG00000067001",0,0,0,0,2,0,1,0
"ENSMUSG00000067006",4,5,6,0,13,6,3,3
"ENSMUSG00000067010",41.975,45,28.994,17.699,52.846,43.997,50.396,36.022
"ENSMUSG00000067017",3.338,7.945,9.599,5.614,5.268,5.311,1.62,7.546
"ENSMUSG00000067028",2,0,9,1,8,5,2,7
"ENSMUSG00000067038",0,0,0,0,0,0,0,0
"ENSMUSG00000067047",0,0,0,0,0,0,0,0
"ENSMUSG00000067049",2,30.543,5,8.451,32.689,10.488,7.81,4.001
"ENSMUSG00000067058",0,0,2.035,0,0,0,2.024,1.012
"ENSMUSG00000067063",0,1,0,0,2,0,0,0
"ENSMUSG00000067064",21.483,19.777,31.227,21.517,40.389,23.057,29.415,17.945
"ENSMUSG00000067071",553.077,912,833.994,715,1239.999,619,430,953
"ENSMUSG00000067081",62.607,58.875,81.904,80.146,128.492,90.744,95.897,86.764
"ENSMUSG00000067106",2.004,0,0,1.002,0,0,0,0
"ENSMUSG00000067121",3.773,4.996,1.043,0,5.327,0,5.805,3.209
"ENSMUSG00000067144",0,0,0,1,2,0,0,2
"ENSMUSG00000067147",0,0,0,0,0,0,0,0
"ENSMUSG00000067148",1825.001,1316.038,2204,2004.001,1198,1867.999,1534.001,2024.692
"ENSMUSG00000067149",34,41,28,127,427,266,161,60
"ENSMUSG00000067150",2619.02,2297.028,2501.005,3304,1729.999,2555.001,3034.373,2950
"ENSMUSG00000067156",2,0,3,0,4.038,1,1.001,1.067
"ENSMUSG00000067158",1909.244,1316.001,646.001,2558,1333.204,1280.038,1148.033,2056.101
"ENSMUSG00000067161",0,0,3.01,1.003,0,0,3.009,1.002
"ENSMUSG00000067173",2,0,0,0,3,6,2,0
"ENSMUSG00000067186",0,0,0,0,0,0,1,4
"ENSMUSG00000067189",0,0,0,0,0,0,0,0
"ENSMUSG00000067194",4962.524,4341.917,6231.667,5215.425,3953.137,4831.396,4023.485,5350.283
"ENSMUSG00000067199",427,566.009,275.995,153.999,748.059,228.382,123.228,334.612
"ENSMUSG00000067201",0,8,2,5,2,0,0,1
"ENSMUSG00000067203",4.1,135.352,63.917,49.043,207.909,77.239,158.229,38.04
"ENSMUSG00000067206",1,3,9,0,1,5,14,0
"ENSMUSG00000067212",1654.649,2273.758,3512.403,2496.005,3859.875,2211.903,3278.602,3300.121
"ENSMUSG00000067215",24,4,35,31,4,15,11,22
"ENSMUSG00000067219",615.053,244.321,1025.502,886.033,517.453,574.334,480.024,1743.139
"ENSMUSG00000067220",72,181.841,233,49,178,26,22,182.005
"ENSMUSG00000067224",6.368,13.824,2.004,7.017,3.005,3.257,10.975,6.923
"ENSMUSG00000067225",0,0,0,0,0,0,0,0
"ENSMUSG00000067229",0,0,0,0,0,0,0,0
"ENSMUSG00000067231",0,0,0,0,0,4,0,0
"ENSMUSG00000067235",565.411,705.128,1118.255,670.991,947.373,335.284,1503.728,1900.521
"ENSMUSG00000067242",20,21.604,10,18.991,41.001,22.849,15.008,23.013
"ENSMUSG00000067261",2,2,0,1,0,1,0,0
"ENSMUSG00000067262",0,1,0,0,0,0,0,0
"ENSMUSG00000067274",58891.168,38923.855,64014.074,56941.444,34278.228,49132.131,42090.623,68143.023
"ENSMUSG00000067276",63,28,107,81.249,18.104,82,28,220
"ENSMUSG00000067279",70,78,97,163,88,73,185,101
"ENSMUSG00000067285",6,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000067288",14942.681,11350.136,16929.453,16566.827,14218.702,17504.64,13426.097,20548.255
"ENSMUSG00000067297",271.657,84.252,182.001,403.895,59.977,84.261,68.314,276.558
"ENSMUSG00000067299",0,0,0,0,0,0,3.907,0
"ENSMUSG00000067321",0,0,0,0,0,0,0,0
"ENSMUSG00000067331",0,0,0,0,0,0,0,0
"ENSMUSG00000067336",12451.884,13646.484,9297.674,15410.437,11016.296,26462.508,21187.194,17071.824
"ENSMUSG00000067338",23.179,9.105,19.136,62.981,4,9.088,7,26.868
"ENSMUSG00000067341",3,6,2,11,14,9,20,8
"ENSMUSG00000067344",2.137,0,0,0,0,1.108,0,0
"ENSMUSG00000067351",0,0,1,0,0,0,0,0
"ENSMUSG00000067360",0,0,0,0,0,0,0,4
"ENSMUSG00000067365",1293,1368,1509.999,1225,1345,1355.999,1099.093,1538.999
"ENSMUSG00000067367",1739.013,1071.662,1877.002,1720,1264,1408.004,1591.991,2176.068
"ENSMUSG00000067369",1211.774,1730.43,1390.534,1301.897,1875.021,1614.814,1306.576,1433.835
"ENSMUSG00000067370",78,111,101,120,102,131,81,119
"ENSMUSG00000067377",1728.865,1288.584,2250.037,2274.494,1117,2401,1915,2571.521
"ENSMUSG00000067399",19.003,28.694,23.712,25.525,10.828,10.777,27.008,15.059
"ENSMUSG00000067424",173,250,201,232,303.09,301,257,365
"ENSMUSG00000067430",251,224,238,358,346,382.002,300,417
"ENSMUSG00000067438",2,0,1,0,3,0,0,4
"ENSMUSG00000067441",0,0,0,0,0,0,0,0
"ENSMUSG00000067455",23.894,103.863,15.76,27.49,66.336,14.58,10.875,27.628
"ENSMUSG00000067482",0,0,0,0,0,0,0,0.883
"ENSMUSG00000067513",0,0,0,0,0,0,0,0
"ENSMUSG00000067519",0,0,0,0,0,0,0,0
"ENSMUSG00000067522",0,0,1,0,0,0,0,0
"ENSMUSG00000067524",0,0,0,0,1,0,0,0
"ENSMUSG00000067525",0,0,0,0,0,0,0,0
"ENSMUSG00000067526",5,0,1,0,3,1,3,2
"ENSMUSG00000067528",0,0,0,0,0,0,0,0
"ENSMUSG00000067529",25.227,16.919,21.593,19.469,62.89,17.517,11.338,18.68
"ENSMUSG00000067541",1,0,1,1,1,0,5,3
"ENSMUSG00000067543",0,0,0,0,0,0,0,0
"ENSMUSG00000067545",28.863,8.83,17.853,19.807,33.987,12.882,14.139,33.914
"ENSMUSG00000067547",0,33.527,0,23.092,0,15.688,49.721,119.475
"ENSMUSG00000067555",1,2,0,1,2,0,0,0
"ENSMUSG00000067561",0,0,3,0,1,0,0,0
"ENSMUSG00000067562",3,3,0,3,0,0,0,3
"ENSMUSG00000067567",394,312,559,525.968,488,428.001,349,794
"ENSMUSG00000067571",5,5,2,1,16,2,3,10
"ENSMUSG00000067578",4,0,2,5,0,0,0,0
"ENSMUSG00000067586",509,575,567,559,561,228,526.18,535
"ENSMUSG00000067591",3,3,1,2,12,15,16,8.655
"ENSMUSG00000067594",6,0,2,0,1,2,0,3
"ENSMUSG00000067596",2,0,0,0,0,0,1,0
"ENSMUSG00000067597",3,1,2,5.061,6,0,0,3
"ENSMUSG00000067599",3,2,0,4,20,6,11,10
"ENSMUSG00000067604",0,0,0,0,0,1,0,0
"ENSMUSG00000067608",1.07,0,0,0,0,0,0,0
"ENSMUSG00000067610",2,0,1,1,4,3,3,3
"ENSMUSG00000067613",5.003,11,3,4,7,18,27,4
"ENSMUSG00000067614",0,0,0,0,0,0,0,0
"ENSMUSG00000067615",1,0,0,0,2,0,0,0
